,state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
1550,massachusetts,MA,,,380.0,,,,,,15977.0,1019.0,,8.0,,,2020-11-24,
1551,michigan,MI,,65980.0,1742.0,899.0,3.0,,,39584.0,288501.0,12112.0,5783.0,77.0,,,2020-11-24,
1552,minnesota,MN,,,678.0,465.0,0.0,,,,70340.0,2926.0,2220.0,4.0,,,2020-11-24,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new testing method, they don't have new presumed positives that will be added to this column"
1553,mississippi,MS,,464.0,146.0,,,,,,2282.0,902.0,,,,,2020-11-25,
1554,missouri,MO,,,1909.0,1648.0,4.0,,,,,4614.0,3825.0,27.0,,,2020-11-24,The staff figures also include front office staff
1555,montana,MT,,,244.0,,0.0,,,,,969.0,,4.0,,,2020-11-23,Staff numbers include 55 cases at the privately run Crossroads Correctional.
1556,nebraska,NE,,,321.0,228.0,,,,3210.0,4755.0,677.0,312.0,4.0,,,2020-11-27,
1557,nevada,NV,,,339.0,65.0,2.0,,,,,674.0,27.0,0.0,,,2020-11-24,"In late December, Nevada revised its number of deaths and this week's figures were adjusted accordingly."
1558,new hampshire,NH,,,30.0,15.0,0.0,,,,257.0,7.0,1.0,0.0,,,2020-11-24,
1559,new jersey,NJ,,79100.0,1383.0,,,,,,,,,52.0,,,2020-11-22,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly."
1560,new mexico,NM,,,553.0,241.0,0.0,,,,22474.0,1479.0,566.0,11.0,,,2020-11-24,
1561,new york,NY,,,1720.0,1523.0,5.0,,,35596.0,,1737.0,1621.0,18.0,,,2020-11-24,The staff cases and recovered figures are as of 11/25. The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1562,north carolina,NC,,,1560.0,1242.0,4.0,,,35973.0,60639.0,5322.0,4238.0,24.0,,,2020-11-24,
1563,north dakota,ND,991.0,11656.0,212.0,161.0,0.0,,,2487.0,15276.0,475.0,291.0,0.0,,,2020-11-25,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. Testing data is from 11/24/20."
1564,ohio,OH,,,2243.0,1762.0,5.0,,,,43222.0,7563.0,5708.0,113.0,,,2020-11-24,
1565,oklahoma,OK,,4555.0,590.0,,,,,,22461.0,5800.0,,,,,2020-11-24,"Oklahoma later revised its prisoner numbers down, but has not provided an updated figure for this week."
1566,oregon,OR,,,368.0,317.0,0.0,,,,10327.0,1383.0,1260.0,17.0,,,2020-11-24,
1567,pennsylvania,PA,,3838.0,1172.0,552.0,3.0,,,,35661.0,2119.0,803.0,29.0,,,2020-11-24,"In April of 2021, Pennsylvania revised its historic daily counts on deaths of prisoners due to COVID-19. We've adjusted our number here to reflect the change."
1568,rhode island,RI,,,,,,,,,,,,,,,,
1569,south carolina,SC,,,564.0,524.0,2.0,,,8350.0,,2410.0,2215.0,31.0,,,2020-11-24,
1570,south dakota,SD,,353.0,159.0,146.0,0.0,,,,4576.0,2104.0,2038.0,3.0,,,2020-11-24,
1571,tennessee,TN,,,,,,,,,,,,,,,,
1572,texas,TX,,90545.0,6591.0,5487.0,23.0,,,,244243.0,26373.0,22491.0,230.0,,,2020-11-24,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative.
1573,utah,UT,,,168.0,120.0,,,,,9022.0,1289.0,707.0,9.0,,,2020-11-25,
1574,vermont,VT,,,25.0,24.0,0.0,,,2397.0,8543.0,241.0,238.0,0.0,,,2020-11-24,
1575,virginia,VA,,,1020.0,906.0,1.0,,,,54030.0,4590.0,4100.0,34.0,,,2020-11-24,
1576,washington,WA,,,324.0,,1.0,,,5664.0,6337.0,731.0,513.0,3.0,,,2020-11-24,
1577,west virginia,WV,,,237.0,208.0,0.0,,,,7825.0,650.0,594.0,2.0,,,2020-11-24,
1578,wisconsin,WI,,,1741.0,1466.0,,,,,71246.0,8226.0,6234.0,11.0,,,2020-11-24,
1579,wyoming,WY,,,160.0,120.0,0.0,,,,12218.0,420.0,373.0,0.0,,,2020-11-24,
1580,federal,US,,,3122.0,1795.0,2.0,,,79017.0,,24317.0,19926.0,157.0,,,2020-11-24,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1581,alabama,AL,,,582.0,413.0,2.0,,,,6852.0,775.0,519.0,32.0,,,2020-11-16,
1582,alaska,AK,,,95.0,,0.0,,,,9664.0,521.0,,0.0,,,2020-11-18,
1583,arizona,AZ,,,903.0,807.0,,,,41572.0,,2815.0,2609.0,28.0,,,2020-11-17,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1584,arkansas,AR,,,,,2.0,,,19512.0,,8566.0,7955.0,48.0,,,2020-11-17,"On Sept. 1, Arkansas changed its tracking system for staff cases. We've removed weeks after the switch when Arkansas was reporting unchanged figures until new tallies were available in November. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
1585,california,CA,,,4915.0,4208.0,10.0,,,107762.0,,18083.0,15556.0,83.0,,,2020-11-20,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1586,colorado,CO,,,570.0,,,,,16137.0,77785.0,2933.0,,6.0,,,2020-11-18,
1587,connecticut,CT,,19212.0,612.0,505.0,0.0,,,,23065.0,1749.0,1692.0,8.0,,,2020-11-17,
1588,delaware,DE,,2271.0,237.0,203.0,1.0,,,,6001.0,618.0,551.0,11.0,,,2020-11-18,"Delaware's Department of Correction has stopped reporting the death of a contract worker who died over the summer and will only report deaths of department employees. We continue to include the previously reported death in our totals here. The department also changed which tests administered on prisoners they are reporting. Previous numbers reflected only tests administered to inmates displaying symptoms. The DOC has additionally been conducting tests proactively and on recovered prisoners. These will be included in the total testing figure starting this week. Any positive results were already included, so this change only impacts testing numbers."
1589,florida,FL,,,3647.0,3318.0,4.0,,,,84454.0,16999.0,16385.0,187.0,,,2020-11-18,
1590,georgia,GA,,,1056.0,961.0,2.0,,,,,2182.0,1974.0,80.0,,,2020-11-17,
1591,hawaii,HI,,,124.0,114.0,0.0,,,,7772.0,953.0,805.0,0.0,,,2020-11-17,
1592,idaho,ID,3040.0,,239.0,201.0,0.0,,,9300.0,,2284.0,1863.0,5.0,,,2020-11-17,
1593,illinois,IL,,,1974.0,1414.0,1.0,,,,,3347.0,2549.0,36.0,,,2020-11-17,
1594,indiana,IN,,3331.0,744.0,553.0,3.0,,,,9305.0,1859.0,1691.0,33.0,,,2020-11-17,"Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
1595,iowa,IA,,,421.0,290.0,1.0,,,,26233.0,2985.0,2390.0,7.0,,,2020-11-17,First staff death this week.
1596,kansas,KS,,,617.0,,3.0,,,,,4539.0,,11.0,,,2020-11-18,
1597,kentucky,KY,,,311.0,183.0,2.0,,,,,2056.0,1171.0,13.0,,,2020-11-18,
1598,louisiana,LA,2045.0,,539.0,515.0,5.0,,,6909.0,,2428.0,2339.0,30.0,,,2020-11-17,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1599,maine,ME,,,25.0,15.0,0.0,,,,5640.0,150.0,119.0,0.0,,,2020-11-17,
1600,maryland,MD,,31313.0,857.0,782.0,2.0,,,,34992.0,1199.0,1004.0,13.0,,,2020-11-16,"Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
1601,massachusetts,MA,,,330.0,,,,,,14747.0,846.0,,8.0,,,2020-11-18,
1602,michigan,MI,,59035.0,1468.0,705.0,3.0,,,39500.0,255441.0,9763.0,5253.0,75.0,,,2020-11-17,
1603,minnesota,MN,,,672.0,309.0,0.0,,,,65273.0,2744.0,1631.0,3.0,,,2020-11-17,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new testing method, they don't have new presumed positives that will be added to this column"
1604,mississippi,MS,,464.0,146.0,,,,,,2263.0,889.0,,,,,2020-11-20,
1605,missouri,MO,,,,,,,,,,,,,,,,
1606,montana,MT,,,232.0,,0.0,,,,,880.0,,2.0,,,2020-11-16,Including 55 staff members at the privately operated Crossroads Correctional Center
1607,nebraska,NE,,,,,,,,2752.0,4111.0,577.0,281.0,3.0,,,2020-11-20,
1608,nevada,NV,,,275.0,49.0,2.0,,,,,577.0,27.0,0.0,,,2020-11-17,"In late December, Nevada revised its number of deaths and this week's figures were adjusted accordingly."
1609,new hampshire,NH,,,16.0,13.0,0.0,,,,148.0,1.0,1.0,0.0,,,2020-11-17,
1610,new jersey,NJ,,72577.0,1286.0,,,,,,130665.0,3169.0,,52.0,,,2020-11-15,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly."
1611,new mexico,NM,,,384.0,102.0,0.0,,,,20673.0,1266.0,560.0,8.0,,,2020-11-17,
1612,new york,NY,,,1617.0,1482.0,5.0,,,35556.0,,1709.0,1564.0,18.0,,,2020-11-17,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1613,north carolina,NC,,,1472.0,1168.0,4.0,,,35619.0,57615.0,4909.0,3928.0,22.0,,,2020-11-17,
1614,north dakota,ND,991.0,11121.0,181.0,137.0,0.0,,,2449.0,14447.0,318.0,174.0,0.0,,,2020-11-17,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
1615,ohio,OH,,,1983.0,1575.0,5.0,,,,42077.0,7299.0,5663.0,111.0,,,2020-11-17,
1616,oklahoma,OK,,3868.0,524.0,,,,,,21565.0,5404.0,,31.0,,,2020-11-17,
1617,oregon,OR,,,347.0,303.0,0.0,,,,9886.0,1365.0,1230.0,16.0,,,2020-11-17,
1618,pennsylvania,PA,,3363.0,897.0,447.0,3.0,,,,31520.0,1544.0,741.0,22.0,,,2020-11-17,"In April of 2021, Pennsylvania revised its historic daily counts on deaths of prisoners due to COVID-19. We've adjusted our number here to reflect the change."
1619,rhode island,RI,,,145.0,,0.0,,,,,279.0,,0.0,,,2020-11-17,"11/17 data shows 240 cases among residents and 43 cases among ""new admissions"", subtracting 4 presumed positives. 97 cases among facility staff and 61 cases among non-facility staff, subtracting 13 presumed positives. RIDOH contact confirmed that there were no new presumed positives after we received the 4 and 13 figures on 11/5"
1620,south carolina,SC,,,549.0,513.0,2.0,,,,,2396.0,2162.0,31.0,,,2020-11-17,
1621,south dakota,SD,,345.0,154.0,133.0,0.0,,,,4366.0,2078.0,1849.0,3.0,,,2020-11-17,
1622,tennessee,TN,,,795.0,681.0,2.0,,,,34690.0,5941.0,5715.0,27.0,,,2020-11-17,
1623,texas,TX,,85017.0,6222.0,5226.0,23.0,,,,233993.0,25781.0,22412.0,228.0,,,2020-11-17,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. The number of prisoner deaths was incorrect and has been updated.
1624,utah,UT,,,129.0,92.0,,,,,7063.0,1161.0,358.0,,,,2020-11-18,
1625,vermont,VT,,,25.0,24.0,0.0,,,2361.0,8117.0,240.0,238.0,0.0,,,2020-11-17,
1626,virginia,VA,,,,,1.0,,,,,4260.0,,34.0,,,2020-11-17,
1627,washington,WA,,,274.0,,1.0,,,5562.0,6216.0,610.0,512.0,2.0,,,2020-11-17,
1628,west virginia,WV,,5090.0,195.0,154.0,0.0,,,,7518.0,606.0,333.0,2.0,,,2020-11-17,
1629,wisconsin,WI,,,1534.0,1206.0,,,,,66437.0,7047.0,4881.0,10.0,,,2020-11-17,
1630,wyoming,WY,,,126.0,99.0,0.0,,,,10559.0,391.0,305.0,0.0,,,2020-11-17,
1631,federal,US,,,2792.0,1677.0,2.0,,,75896.0,,22203.0,18956.0,152.0,,,2020-11-17,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1632,alabama,AL,,,542.0,408.0,2.0,,,6783.0,,751.0,496.0,32.0,,,2020-11-11,
1633,alaska,AK,,,74.0,,0.0,,,,8674.0,357.0,,0.0,,,2020-11-10,
1634,arizona,AZ,,,855.0,769.0,,,,41380.0,,2667.0,2609.0,28.0,,,2020-11-10,
1635,arkansas,AR,,,,,2.0,,,19294.0,,8343.0,7672.0,48.0,,,2020-11-10,"On Sept. 1, Arkansas changed its tracking system for staff cases. We've removed weeks after the switch when Arkansas was reporting unchanged figures until new tallies were available in November. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
1636,california,CA,,,,,10.0,,,104053.0,,16749.0,15183.0,82.0,,,2020-11-10,
1637,colorado,CO,,,,,0.0,,,,65192.0,1996.0,,4.0,,,2020-11-10,
1638,connecticut,CT,,18550.0,556.0,451.0,0.0,,,,22341.0,1686.0,1673.0,7.0,,,2020-11-10,
1639,delaware,DE,,2253.0,219.0,203.0,1.0,,,,2118.0,579.0,548.0,11.0,,,2020-11-11,"Note from PIO about jump in staff tests: ""You'll note a big jump in the number of staff COVID-19 tests in this week's report. This jump includes 660 self-administered off-site COVID-19 tests that are provided to staff by DOC in partnership with state public health officials and are processed by a different 3rd party lab than the lab that processes our in-house staff tests. These off-site self-administered test kits began to be provided to staff in October as an additional proactive testing resource for our staff."""
1640,florida,FL,,,3586.0,3249.0,,,,,84360.0,16969.0,16341.0,184.0,,,2020-11-10,
1641,georgia,GA,,,1027.0,930.0,2.0,,,,,2095.0,1936.0,79.0,,,2020-11-10,
1642,hawaii,HI,,,121.0,110.0,0.0,,,,7724.0,878.0,458.0,0.0,,,2020-11-10,
1643,idaho,ID,2921.0,,209.0,188.0,0.0,,,9238.0,,2249.0,1835.0,4.0,,,2020-11-10,Idaho has had 3 staff members test positive for COVID a second time. They are only included in this case count once.
1644,illinois,IL,2300.0,,1638.0,1193.0,1.0,,,14000.0,,3008.0,2296.0,34.0,,,2020-11-10,
1645,indiana,IN,,3037.0,650.0,500.0,3.0,,,,8730.0,1726.0,1551.0,30.0,,,2020-11-10,"Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
1646,iowa,IA,,,333.0,223.0,0.0,,,,23797.0,2426.0,1269.0,5.0,,,2020-11-10,
1647,kansas,KS,,,557.0,,3.0,,,,,4406.0,,9.0,,,2020-11-12,
1648,kentucky,KY,,,229.0,,2.0,,,,,1524.0,,13.0,,,2020-11-10,
1649,louisiana,LA,2030.0,,528.0,505.0,5.0,,,6895.0,,2416.0,2337.0,30.0,,,2020-11-10,
1650,maine,ME,,,16.0,8.0,0.0,,,,5428.0,125.0,14.0,0.0,,,2020-11-10,
1651,maryland,MD,,28496.0,808.0,763.0,2.0,,,,33710.0,1039.0,994.0,13.0,,,2020-11-09,"Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
1652,massachusetts,MA,,,284.0,,,,,,12674.0,740.0,,8.0,,,2020-11-11,
1653,michigan,MI,,51283.0,1183.0,514.0,3.0,,,39371.0,229095.0,8295.0,5231.0,74.0,,,2020-11-10,
1654,minnesota,MN,,,561.0,247.0,0.0,,,,58037.0,2138.0,1435.0,3.0,,,2020-11-09,"Inmate recovery numbers exclude 38 presumed positives from some time in April. Since they switched to a new testing method, they don't have new presumed positive cases."
1655,mississippi,MS,,464.0,146.0,,,,,,2120.0,816.0,,,,,2020-11-10,
1656,missouri,MO,,11593.0,1618.0,,2.0,,,,51732.0,4226.0,,22.0,,,2020-11-12,
1657,montana,MT,,,209.0,,0.0,,,,,865.0,,2.0,,,2020-11-10,"The number of staff cases, which includes 54 at the privately run Crossroads Correctional, inadvertantly included cases from a juvenile facility. We have removed those cases and updated our figures."
1658,nebraska,NE,,,,,,,,2310.0,3479.0,429.0,269.0,3.0,,,2020-11-13,
1659,nevada,NV,,,203.0,46.0,2.0,,,,,170.0,27.0,0.0,,,2020-11-10,"In late December, Nevada revised its number of deaths and this week's figures were adjusted accordingly."
1660,new hampshire,NH,,,13.0,12.0,0.0,,,139.0,,1.0,1.0,0.0,,,2020-11-10,
1661,new jersey,NJ,,67517.0,1213.0,,,,,,,,,52.0,,,2020-11-08,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly."
1662,new mexico,NM,,,325.0,93.0,0.0,,,,20673.0,1120.0,555.0,5.0,,,2020-11-10,
1663,new york,NY,,,1558.0,,5.0,,,32818.0,,1644.0,1527.0,18.0,,,2020-11-10,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
1664,north carolina,NC,,,1377.0,1114.0,2.0,,,35374.0,55756.0,4555.0,3811.0,22.0,,,2020-11-12,
1665,north dakota,ND,990.0,10551.0,157.0,126.0,0.0,,,2422.0,13493.0,271.0,130.0,0.0,,,2020-11-12,"The testing figures are for 11/10, and the case and death figures are as of 11/12. In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
1666,ohio,OH,,,1732.0,1478.0,5.0,,,40375.0,,7121.0,5563.0,111.0,,,2020-11-10,
1667,oklahoma,OK,,3199.0,468.0,,,,,,20390.0,4702.0,,,,,2020-11-10,"Oklahoma later revised its prisoner numbers down, but has not provided an updated figure for this week."
1668,oregon,OR,,,327.0,295.0,0.0,,,,9383.0,1315.0,1218.0,16.0,,,2020-11-12,
1669,pennsylvania,PA,,3082.0,718.0,392.0,3.0,,,,28187.0,1093.0,605.0,18.0,,,2020-11-10,"In April of 2021, Pennsylvania revised its historic daily counts on deaths of prisoners due to COVID-19. We've adjusted our number here to reflect the change."
1670,rhode island,RI,,,,,,,,,,,,,,,,
1671,south carolina,SC,,,537.0,511.0,2.0,,,,,2378.0,2105.0,31.0,,,2020-11-10,
1672,south dakota,SD,,321.0,144.0,96.0,0.0,,,,4179.0,2009.0,1768.0,1.0,,,2020-11-10,
1673,tennessee,TN,,7579.0,708.0,645.0,2.0,,,,33907.0,5705.0,5687.0,27.0,,,2020-11-10,
1674,texas,TX,,81982.0,5892.0,5020.0,21.0,,,,230577.0,25548.0,22357.0,225.0,,,2020-11-10,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. In November, Texas re-classified several other deaths that had been presumed to be connected to coronavirus as unrelated to COVID."
1675,utah,UT,,,103.0,70.0,0.0,,,,4115.0,886.0,358.0,0.0,,,2020-11-09,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
1676,vermont,VT,,,24.0,24.0,0.0,,,2315.0,7844.0,240.0,238.0,0.0,,,2020-11-10,
