state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
oregon,OR,,,291,264,0,,,,8177,1214,1048,16,,,10/20/2020,
pennsylvania,PA,,2400,459,306,2,,,,19814,649,391,13,,,10/20/2020,
rhode island,RI,,,93,,0,,,,,43,,0,,,10/20/2020,Backfilled deaths based on info from Rhode Island on 11/4/20
south carolina,SC,,,507,457,2,,,7889,,2315,1891,31,,,10/20/2020,
south dakota,SD,,198,54,40,0,,,,1017,442,247,0,,,10/20/2020,
tennessee,TN,,,540,442,2,,,,31129,5613,5328,27,,,10/20/2020,
texas,TX,,70939,5198,4627,21,,,,214466,23283,21021,220,,,10/20/2020,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. In November, Texas re-classified several other deaths that had been presumed to be connected to coronavirus as unrelated to COVID."
utah,UT,,,,,0,,,,,,,0,,,10/20/2020,Deaths backfilled based on 11/10 data.
vermont,VT,,,22,22,0,,,2231,7171,240,238,0,,,10/20/2020,
virginia,VA,,,825,777,1,,,,42748,3856,3657,33,,,10/21/2020,
washington,WA,,,187,,1,,,5208,5813,499,482,2,,,10/20/2020,
west virginia,WV,,6810,158,148,0,,,,6813,336,318,1,,,10/20/2020,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
wisconsin,WI,,,714,579,0,,,,48361,2973,2031,3,,,10/20/2020,
wyoming,WY,,,47,44,0,,,,6429,108,108,0,,,10/20/2020,
federal,US,,,2066,1266,2,,,66060,,17449,15573,136,,,10/20/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
alabama,AL,,,415,369,2,,,3155,,441,382,26,,,10/14/2020,
alaska,AK,,,,,0,,,,6369,83,,0,,,10/12/2020,
arizona,AZ,,,714,704,,,,40460,,2613,2559,28,,,10/13/2020,
arkansas,AR,,,,,2,,,17825,,6874,6347,45,,,10/13/2020,"On Sept. 1, Arkansas changed its tracking system for staff cases. We've removed weeks after the switch when Arkansas was reporting unchanged figures until new tallies were available in November. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
california,CA,,,3896,2965,10,,,96486,,15187,13726,69,,,10/13/2020,
colorado,CO,,,179,153,0,,,14332,38886,972,889,3,,,10/13/2020,
connecticut,CT,12448,,440,413,0,,,19407,,1634,1547,7,,,10/13/2020,
delaware,DE,,,,,1,,,,,,,,,,10/13/2020,
florida,FL,,,3313,2932,,,,,82631,16483,16075,154,,,10/14/2020,
georgia,GA,,,940,854,2,,,,,1947,1764,71,,,10/13/2020,
hawaii,HI,,,120,100,,,,,4592,408,382,0,,,10/13/2020,
idaho,ID,2071,,153,135,0,,,8478,,1991,1476,2,,,10/13/2020,
illinois,IL,,,929,819,0,,,11700,,1989,1647,25,,,10/13/2020,
indiana,IN,,2314,466,401,2,,,,6346,1320,1280,27,,,10/13/2020,"Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
iowa,IA,,,164,141,0,,,,18066,1215,1153,4,,,10/13/2020,
kansas,KS,,,,,,,,,,,,,,,,
kentucky,KY,,,164,153,1,,,,,902,887,13,,,10/13/2020,
louisiana,LA,1988,,503,475,5,,,6738,,2399,2317,29,,,10/13/2020,
maine,ME,,,2,2,0,,,2118,,4,4,0,,,10/13/2020,
maryland,MD,,22327,732,683,2,,,,28038,967,831,11,,,10/13/2020,"At the end of August, Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
massachusetts,MA,,,226,,,,,,10212,472,,8,,,10/14/2020,
michigan,MI,,,593,460,3,,,38970,117252,5738,5116,74,,,10/13/2020,
minnesota,MN,,,184,,0,,,,46719,733,,2,,,10/13/2020,
mississippi,MS,464,,146,,,,,2054,,796,,,,,10/13/2020,
missouri,MO,,,886,562,1,,,,,2643,1549,2,,,10/13/2020,Missouri's total cases omitted deaths and has been updated.
montana,MT,,,72,,0,,,,,343,,0,,,10/13/2020,
nebraska,NE,,,,,,,,,,,,,,,,
nevada,NV,,,146,39,2,,,,,39,27,0,,,10/13/2020,"In late December, Nevada revised its number of deaths and this week's figures were adjusted accordingly."
new hampshire,NH,,,12,,,,,103,,1,,,,,10/13/2020,
new jersey,NJ,,42233,1074,,,,,,,,,52,,,10/11/2020,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly."
new mexico,NM,,,130,79,0,,,,17018,567,512,4,,,10/13/2020,
new york,NY,,,1367,1314,5,,,20541,,867,761,17,,,10/13/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
north carolina,NC,,,1096,862,1,,,34571,48347,3394,2616,17,,,10/13/2020,
north dakota,ND,969,8244,75,54,0,,,2256,9037,29,24,0,,,10/14/2020,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. Testing data from 10/13/20"
ohio,OH,,,1315,1169,5,,,34624,,6584,5088,102,,,10/13/2020,
oklahoma,OK,,,360,298,3,,,,17202,3964,3654,20,,,10/13/2020,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
oregon,OR,,,282,251,,,,,7922,1184,993,14,,,10/14/2020,
pennsylvania,PA,,2098,414,279,2,,,,18390,495,372,11,,,10/13/2020,
rhode island,RI,,,86,,0,,,,,37,,0,,,10/13/2020,Backfilled deaths based on info from Rhode Island on 11/4/20
south carolina,SC,,,500,445,2,,,7795,,2280,1791,31,,,10/13/2020,
south dakota,SD,,177,44,36,0,,,,768,256,225,0,,,10/13/2020,
tennessee,TN,,,540,442,2,,,,31129,5586,5328,25,,,10/15/2020,
texas,TX,,70663,4988,4068,21,,,,212234,23137,20738,219,,,10/13/2020,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. One prisoner who died was later recategorized in October by TDCJ as a death unrelated to COVID-19. In November, Texas re-classified several other deaths that had been presumed to be connected to coronavirus as unrelated to COVID."
utah,UT,,,63,28,0,,,,2592,343,66,0,,,10/14/2020,
vermont,VT,,,22,22,0,,,2195,6866,240,238,0,,,10/13/2020,
virginia,VA,,,804,759,1,,,,42318,3719,3564,33,,,10/13/2020,
washington,WA,,,181,,1,,,5204,5805,492,459,2,,,10/13/2020,
west virginia,WV,,6359,151,139,0,,,,6688,327,318,1,,,10/13/2020,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
wisconsin,WI,,,619,474,0,,,,46114,2542,1450,3,,,10/13/2020,
wyoming,WY,,,43,40,0,,,,6004,108,107,0,,,10/13/2020,
federal,US,,,1954,1216,2,,,63111,,16446,14566,135,,,10/13/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
alabama,AL,,,411,364,2,,,2797,,439,381,25,,,10/05/2020,
alaska,AK,,,34,,0,,,,6133,82,,0,,,10/07/2020,
arizona,AZ,,,710,697,,,,40290,,2599,2557,28,,,10/06/2020,
arkansas,AR,,,,,2,,,17583,,6606,6048,45,,,10/06/2020,"On Sept. 1, Arkansas changed its tracking system for staff cases. We've removed weeks after the switch when Arkansas was reporting unchanged figures until new tallies were available in November. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
california,CA,,,3793,2850,10,,,94805,,14870,12686,69,,,10/06/2020,
colorado,CO,,,157,147,0,,,13139,36687,893,889,3,,,10/06/2020,
connecticut,CT,,11403,424,402,0,,,,18348,1558,1547,7,,,10/06/2020,
delaware,DE,,,,,1,,,,,,,,,,10/06/2020,
florida,FL,,,3241,2826,3,,,,82570,16428,15910,141,,,10/07/2020,
georgia,GA,,,921,838,2,,,,,1917,1745,69,,,10/06/2020,
hawaii,HI,,,117,94,,,,,4396,397,340,0,,,10/06/2020,
idaho,ID,1832,,142,129,0,,,8333,,1899,1386,2,,,10/06/2020,
illinois,IL,,,880,762,0,,,,,1846,1427,,,,10/06/2020,
indiana,IN,,2159,441,383,2,,,,5804,1289,1218,27,,,10/06/2020,"Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
iowa,IA,,,158,135,0,,,,15907,1163,1079,4,,,10/06/2020,
kansas,KS,,,296,,3,,,,,2486,,5,,,10/07/2020,"The case numbers for this week initially included a juvenile facility, which has been removed."
kentucky,KY,,,158,151,1,,,,,900,,13,,,10/06/2020,
louisiana,LA,1968,,497,466,5,,,6368,,2394,2270,29,,,10/06/2020,
maine,ME,,,2,2,0,,,2059,,4,4,0,,,10/06/2020,
maryland,MD,,20802,720,659,2,,,,26361,923,781,11,,,10/06/2020,"At the end of August, Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
massachusetts,MA,,,224,,,,,,10100,464,,8,,,10/08/2020,
michigan,MI,,16500,530,446,3,,,38570,98184,5572,4822,73,,,10/06/2020,
minnesota,MN,,,164,,0,,,,43664,605,,2,,,10/05/2020,
mississippi,MS,459,,146,,,,,1799,,712,,,,,10/06/2020,
missouri,MO,,,759,510,0,,,27712,,2387,1487,2,,,10/05/2020,Missouri's total cases omitted deaths and has been updated.
montana,MT,,,,,0,,,,,,,0,,,10/08/2020,
nebraska,NE,,,,,,,,1905,2738,242,191,1,,,10/09/2020,
nevada,NV,,,142,39,2,,,,,39,27,0,,,10/06/2020,"In late December, Nevada revised its number of deaths and this week's figures were adjusted accordingly."
new hampshire,NH,,,11,11,0,,,99,,1,1,0,,,10/06/2020,
new jersey,NJ,,36215,1063,,,,,,85972,3032,,52,,,10/04/2020,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly."
new mexico,NM,,,118,77,0,,,,16850,567,512,4,,,10/06/2020,
new york,NY,,,1351,,5,,,17665,,791,756,17,,,10/06/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
north carolina,NC,,,1014,733,1,,,34297,46947,3271,2414,16,,,10/06/2020,
north dakota,ND,960,7647,53,37,0,,,2210,8481,24,24,0,,,10/07/2020,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. Testing data is from 10/6/20."
ohio,OH,,,1251,1144,5,,,33239,,6499,5003,100,,,10/06/2020,
oklahoma,OK,,,321,278,3,,,,16365,3821,3450,15,,,10/06/2020,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
oregon,OR,,,271,245,,,,,,1099,902,12,,,10/06/2020,
pennsylvania,PA,,1995,387,257,2,,,,16954,469,285,11,,,10/06/2020,
rhode island,RI,,,82,,0,,,,,36,,0,,,10/06/2020,Backfilled deaths based on info from Rhode Island on 11/4/20
south carolina,SC,,,491,430,2,,,,,2203,1600,31,,,10/06/2020,
south dakota,SD,,159,35,29,0,,,,752,245,180,0,,,10/06/2020,
tennessee,TN,,,540,442,2,,,,30414,5555,5306,22,,,10/07/2020,
texas,TX,,70425,4892,3973,21,,,,210411,23065,20673,215,,,10/06/2020,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. One prisoner who died was later recategorized in October by TDCJ as a death unrelated to COVID-19. In November, Texas re-classified several other deaths that had been presumed to be connected to coronavirus as unrelated to COVID."
utah,UT,,,56,28,0,,,,2260,271,66,0,,,10/07/2020,Staff deaths backfilled based on 10/14 data.
vermont,VT,,,22,22,0,,,2162,6676,240,238,0,,,10/06/2020,
virginia,VA,,,792,748,1,,,,42287,3698,3477,33,,,10/06/2020,
washington,WA,,,181,,1,,,4971,5551,486,455,2,,,10/06/2020,
west virginia,WV,,5954,139,132,0,,,,6660,326,318,1,,,10/06/2020,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
wisconsin,WI,,,511,391,0,,,,44379,2000,1066,2,,,10/06/2020,
wyoming,WY,,,41,40,0,,,,5855,108,107,0,,,10/06/2020,
federal,US,,,1914,1190,2,,,60916,,16012,14249,134,,,10/06/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
alabama,AL,,,398,363,2,,,2079,,415,377,23,,,09/28/2020,
alaska,AK,,,32,,0,,,,5741,65,,0,,,09/29/2020,
arizona,AZ,,,701,691,,,,40036,,2586,2525,28,,,09/29/2020,
arkansas,AR,,,,,2,,,17400,,6422,5799,42,,,09/29/2020,"On Sept. 1, Arkansas changed its tracking system for staff cases. We've removed weeks after the switch when Arkansas was reporting unchanged figures until new tallies were available in November. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
california,CA,,,3644,2783,9,,,93407,,14223,11712,67,,,09/29/2020,
colorado,CO,,,153,144,0,,,12677,34985,892,886,3,,,09/29/2020,
connecticut,CT,,10083,413,396,0,,,,18348,1558,1547,7,,,10/01/2020,
delaware,DE,,1514,184,164,1,,,,1860,571,525,11,,,10/01/2020,
florida,FL,,,3168,2697,3,,,,81268,16363,15778,134,,,09/30/2020,
georgia,GA,,,901,776,2,,,,,1876,1666,65,,,09/29/2020,
hawaii,HI,,,114,85,0,,,,3853,350,307,0,,,09/29/2020,
idaho,ID,1766,,132,124,0,,,8081,,1757,1232,2,,,09/29/2020,
illinois,IL,,,836,691,0,,,10000,,1783,1270,22,,,09/29/2020,
indiana,IN,,2117,434,373,2,,,,5257,1210,1123,26,,,09/29/2020,"Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
iowa,IA,,,149,124,0,,,,13553,1083,1012,4,,,09/29/2020,
